id,date,text,from_id,from_username,reply_to_msg_id,topic_id
155011,2025-07-07T15:36:45+00:00,"1. Яндекс 1 этап
HR сама написала(сказала что ищут фронта в Яндекс Маркет)
ЗП 300к


1. Сделать обертку над функцией, чтобы она вызывалась один раз. Все последующие вызовы должны вернуть undefined.
```function runOnce(fn) {
  let isCalled = false;
  return (...args) => {
    if (isCalled) {
      return undefined; // уже вызывалась — ничего не делаем
    }
    isCalled = true;
    return fn(...args); // вызываем fn только один раз
  };
}```

2. Написать функцию которая спит определенное время а затем возвращает значение.
```function sleep(duration) {
  // Возвращаем новый промис
  return new Promise(resolve => {
    // Используем setTimeout для задержки
    setTimeout(() => {
      // После завершения задержки, вызываем resolve промиса
      resolve()
    }, duration)
  })
}```

3. Необходимо реализовать метод groupBy, расширяющий стандартные методы массивов. Метод должен возвращать сгруппированную версию массива — объект, в котором каждый ключ является результатом выполнения переданной функции fn(arr[i]), а каждое значение — массивом, содержащим все элементы исходного массива с этим ключом.
```Array.prototype.groupBy = function (fn) {
  return this.reduce((result, item) => {
    const key = fn(item) // Вычисляем ключ для текущего элемента
    if (!result[key]) {
      // Если такого ключа ещё нет в объекте
      result[key] = [] // Создаём пустой массив для этого ключа
    }
    result[key].push(item) // Добавляем элемент в соответствующую группу
    return result
  }, {}) // Начинаем с пустого объекта
}```


4. Необходимо проверить решение задачи по двум сервисам, вызвав checkResult(url1, solution), checkResult(url2, solution)
checkResult: (url: string, solution: string | number) => Promise<boolean>;
* Если оба запроса вернули true - вывести succes
* Если хоть один вернул false - вывести fail
* Если хоть зареджектился - вывести error
* Если хоть один отвечает дольше 1 сек - вывести timeout
```import { checkResult } from 'myLib'

const solution = 'Any answer'
const url1 = 'yandex.ru'
const url2 = 'google.com'

checkResult(url, solution)
checkResult(url, solution)

async function check() {
  const TIMEOUT_MS = 1000

  // Оборачиваем каждый вызов в Promise.race с таймаутом
  const withTimeout = url => {
    return Promise.race([
      checkResult(url, solution), // основной вызов
      new Promise(
        (
          _,
          reject // таймаут
        ) => setTimeout(() => reject(new Error('timeout')), TIMEOUT_MS)
      ),
    ])
  }

  try {
    // Запускаем оба запроса параллельно
    const [res1, res2] = await Promise.all([
      withTimeout(url1),
      withTimeout(url2),
    ])

    // Если оба true
    if (res1 === true && res2 === true) {
      console.log('success')
    }
    // Если хотя бы один false
    else if (res1 === false || res2 === false) {
      console.log('fail')
    }
  } catch (err) {
    // Если ошибка — различаем таймаут и другую ошибку
    if (err.message === 'timeout') {
      console.log('timeout')
    } else {
      console.log('error')
    }
  }
}

check()```

5. У вас есть два пользователя, у каждого из которых записаны интервалы времени, когда они были свободны. Эти интервалы представлены в виде массива пар [start, end], где start - начало интервала, end - конец интервала. Интервалы у каждого пользователя отсортированы в порядке возрастания и не пересекаются между собой. Напишите функцию intersection(user1, user2), которая находит все интервалы времени, когда обы пользователя были свободны одновременно.
```function intersection(user1, user2) {
  let i = 0;
  let j = 0;
  const result = [];

  while (i < user1.length && j < user2.length) {
    const [start1, end1] = user1[i];
    const [start2, end2] = user2[j];

    // вычисляем пересечение
    const start = Math.max(start1, start2);
    const end = Math.min(end1, end2);

    if (start < end) {
      result.push([start, end]);
    }

    // двигаем указатель в том массиве, у которого текущий интервал раньше заканчивается
    if (end1 < end2) {
      i++;
    } else {
      j++;
    }
  }

  return result;
}```",373464308,artFetisov,489,489
155010,2025-07-07T15:15:06+00:00,"1. Сбер Ассистент
2. Сами написали (даже не сказали что за вака сначала)
3. ЗП просил от 330

4. Лайвкодинга не было
1) Зачем нужен key
2) useEffect кейсы использования
3) script async defer
4) Виртуализация, пагинация
5) Lighthouse
6) Что происходит после ввода url?
7) Способ хранить данные
8) Как сузить тип
9) Зачем нужен .lock файл
10) NGINX проблема с SPA",1186361915,harmonyhusher,489,489
154996,2025-07-07T14:56:32+00:00,"Компания: Сбер
Проект: HR-платформа
ЗП: 230

Рассказать немного про опыт
Вопросы:
1. вводим url что происходит
2. если сайт где то в сша, помешате ли нам открыть страницу
3. можем ли мы использовать днс дружеских стран для того чтобы зайти на сайт сша
4. рассказать про работу CORS
5. Нравится ли заниматься версткой? 
6. flex vs grid когда что использовать
7. работал ли с ui kit? как был устроен на прошлой работе? 
8. Как сделать разную тему у сайта? Через чистый css 
9. был ли у вас any под запретом? 
10. что находится внутри type DependencyList = ReadonlyArray<unknown>
11. для чего never ? 
12. чем отличается стрелочная функция от обычной
13. fn.bind(this1).bind(this2) что будет?
14. arrowFn.apply(this3, []) что будет? 
15. Как можно сделать запрос к серверу?
16. Как мы можем отслеживать ошибку в промисах ? 
17. Как отработает then и catch в каждом случае? 
```then().then().catch()
then.catch().then()
catch().then().then()```
18. чем отличается async\await при примере в вопросе 17
19. Как отловить в async\await в try\catch
20. Если обернуть в блок try код из пункта 17, поймает ли тогда catch из try\catch ? Почему отловит? 
21. Что такое чистая функция?
22. let a = 1; ()=>{a =1 ; return 1} это чистая функция? 
23. кто быстрее отрендерит кнопку реакт или ванильный js ? 
24. Для чего нужно мемоизация? какие методы знаешь?
25. Что сделали в реакт 19 для мемоизации?
Задача 1: евентлуп, в какой последовательности выведет буквы
```const p = new Promise((resolve) => {
  resolve('');
});

p.then(() => {
  p.then(() => console.log('A'));
  console.log('C');
});

p.then(() => console.log('B'));```
Ответ: C B A
Задача 2: 
```/*
Сгенерировать массив из 10 элементов,
где каждый элемент это случайное число (целое) от 0 до 10. Найти сколько пар чисел из этого массива дают в сумме 10;
*/
function countPairsWithSum() {
  const array = Array.from({ length: 10 }, () => Math.floor(Math.random() * 11));
  const target = 10;

  // Считаем количество вхождений каждого числа
  const frequency = {};
  let count = 0;

  for (const num of array) {
    const complement = target - num;
    if (frequency[complement]) {
      count += frequency[complement];
    }

    frequency[num] = (frequency[num] || 0) + 1;
  }

  console.log(array, count);
  return count;
}

countPairsWithSum();```",178999805,Skeptic,489,489
154744,2025-07-07T12:45:39+00:00,"Яндекс 2 этап
ЗП: от 240

Задача 1:
```/*
interface Message {
    id: number
    text: string
}

Id самого первого сообщения = 1, а id каждого следующего сообщения на 1 больше, чем id предыдущего.
Нам нужно выводить сообщения в правильном порядке, однако сервер не гарантирует правильный порядок
сообщений, отправляемых в наше приложение.

Таймлайн:
(приходит) 7 1 2 3 6 5 4    8
(рисунок)   . 1 2 3 . . 4 5 6 7 8

Сообщения от сервера приходят в обработчик функции connect:

connect((msg) => {
    ...
});

Отображать сообщения нужно с помощью функции `render`:
render(msg)
*/

const solution = (connect, render) => {};```
```function solution(connect, render) {
  const map = new Map();  // Храним сообщения по id
  let currId = 1;

  connect((msg) => {
    map.set(msg.id, msg); // Просто сохраняем сообщение по id

    // Пока есть сообщение с ожидаемым id — рендерим и двигаемся дальше
    while (map.has(currId)) {
      const messageToRender = map.get(currId);
      render(messageToRender); // Вызываем render прямо сейчас
      map.delete(currId);      // Удаляем отрисованное сообщение
      currId++;
    }
  });
}```

Задача 2
Не решил (Решение из базы)
```//Дан массив ссылок: ['url1', 'url2', ...] и лимит одновременных запросов (limit) Необходимо реализовать функцию, которыя опросит урлы в том //порядку, в котором они идут в массиве, и вызовет callback с массивом ответов ['url1_answer', 'url2_anser', ...] так, чтобы в любой момент //времени выполнялось не более limit запросов (как только любой из них завершился, сразу же отправится следующий) Т.е. нужно реализовать шину с шириной равной limit.
// доп. добавить мемоизацию
function parallelLimit(urls, limit, callback) {
    // Если limit больше количества URL, устанавливаем его равным длине массива URL
    limit = Math.min(limit, urls.length);
    
    let results = new Array(urls.length);
    let active = 0;
    let index = 0;
    const cache = new Map(); // Добавляем кэш для мемоизации
    
    function processNext() {
        if (index >= urls.length && active === 0) {
            callback(results);
            return;
        }
        
        while (index < urls.length && active < limit) {
            const currIndex = index;
            const url = urls[currIndex];
            index++;
            active++;
            
            // Проверяем наличие URL в кэше
            if (cache.has(url)) {
                // Если URL уже в кэше, берём результат оттуда
                results[currIndex] = cache.get(url);
                active--;
                // Используем setTimeout для асинхронности и предотвращения переполнения стека
                setTimeout(processNext, 0);
            } else {
                // Если URL нет в кэше, выполняем запрос
                fetch(url)
                    .then(response => {
                        // Сохраняем ответ в кэш
                        cache.set(url, response);
                        results[currIndex] = response;
                        active--;
                        processNext();
                    });
            }
        }
    }
    
    // Обработка пустого массива URL
    if (urls.length === 0) {
        callback(results);
        return;
    }
    
    processNext();
}```",475948074,crystalik2,489,489
154734,2025-07-07T12:30:26+00:00,"Название компании: ТБанк (первый этап 07.07)
ЗП: +-300

Попался хороший интервьюер, пытался помогать. Иногда просил пояснения по некоторым местам но не душил.

Задачи:

1.  Есть в ноде функции которые принимают сначала обработчик ошибки, а потом колбэк. Нужно реализовать функцию для обертки таких случаев и использования Promise.
```function promisify(fn) {
  return function (...args) {
   return new Promise( (resolve, reject) => {
    fn(...args, (err, result) => {
     if (err) {return reject(err)}
     resolve(result)
    } )
   } )
  }
}```
2. Нужно реалзовать просто DnDrop. Уже есть стили и верстка, но нужно написать нативный js код.
```const draggableContainer = document.getElementById('draggable-container')
  const dropContainer = document.getElementById('drop-container')
  let item = null

  draggableContainer.addEventListener('dragstart', function(e) {
    if (e.target.getAttribute('draggable')) {
      item = e.target
    }
  })

  dropContainer.addEventListener('dragover', function(e) {
    e.preventDefault()
  })

  dropContainer.addEventListener('drop', function(e) {
    e.preventDefault()
    if (item) {
      dropContainer.appendChild(item)
      item = null
    }
  })```

3. Оптимизация ререндеров в Реакте. 
Представлен достаточно простой пример на Реакт  (App=>Parent=>Child). 
В App есть кнопка с вызовом самописного форсапдейта. 
В Parent есть поле ввода с состоянием как положено.

Вопросы
1) Что будет при нажатии кнопки ""РЕНДЕР"" в App? - состояние App изменится, он и его потомки перерисуются
2) Будет ли ререндериться Child при вводе в инпут? - да будет, тк при этом меняется состояние Parent, а он является родителем Child
3) Как избежать ререндера Child? -  React.memo(Child) + обернуть передаваемую в него пропс-функцию в useCallback 

4. Есть небольшое ТЗ которое нужно реализовать. Есть апи из которого получаем данные. Данные нужно отрисовать. Реализуем индикацию загрузки и обработку ошибок в простейшем виде. Также дополнительно добавили хук дебаунс.
```import React from 'react'

function getPeople(name, page = 1, options = {}) {
    return fetch(
        `https://rickandmortyapi.com/api/character?name=${name}&page=${page}`,
        options
    )
        .then((res) => res.json())
}

const debounce = (callback, delay) => {//это интервьюер дал для ускорения, но мы свой хук написали вместо него
    let timeoutId
    return (...args) => {
        clearTimeout(timeoutId)
        timeoutId = setTimeout(() => {
            timeoutId = null
            callback(...args)
        }, delay)
    }
}

export default function App() {
    const [searchCharacters, setSearchCharacters] = React.useState('')
    const [characters, setCharacters] = React.useState([])
    const [error, setError] = React.useState(null)
    const [loading, setLoading] = React.useState(false)
    const debounsedSearchCharacters = useDebounce(searchCharacters, 2000) 

    React.useEffect(() => {
        setLoading(true)
        getPeople(debounsedSearchCharacters)
            .then(({error, results}) => {
                if (error) {
                    setError(error)
                    setCharacters([])
                } else {
                    setCharacters(results)
                    setError(null)
                }
            })
            .catch(e => setError(e.message || 'Unknown error'))
            .finally(() => setLoading(false))
    }, [debounsedSearchCharacters])

    return <div>
        <input value={searchCharacters} onChange={(e) => setSearchCharacters(e.target.value)} />
        {error && <div>{error}</div>}
        {loading ? <div>Loading</div> : <ul>
            {characters.map(({ id, name }) => (
                <li key={id}>{name}</li>
            ))}
        </ul>}
        
    </div>
}

const useDebounce = (value, timer) => {
    const [delayedValue, setDelayedValue] = React.useState(value)

    React.useEffect(() => {
        let timeout = setTimeout(() => setDelayedValue(value), timer)
        return () => clearTimeout(timeout)        
    }, [value])

    return delayedValue
}```",1613126179,budkakdomaputnic,489,489
154224,2025-07-07T09:41:58+00:00,"Напиши, что придирается к каждому слову
Почему так сяк спрашивает",365726391,danimaxi54,154222,489
154222,2025-07-07T09:38:13+00:00,"Название компании: Яндекс 07.07
ЗП: 300

Секция алгоритмических задач

Был душный интервьюер. Часто цепляется к словам и деталям решения почему именно так, а не иначе. Лучше говорить только то в чем уверен и рассуждать вслух аккуратно, чтоб не давать повода зацепиться.

1. Легнеда задачи:  есть чат с сообщениями, сообщения могут приходить от сервера в произвольном порядке (проблема race condition). 
пример сообщения {id: 1, text: 'lorem ipsum'}
Кейс: если сообщения пришли от сервера в порядке 1-2-3-6-4-5, то в чате они все равно должны оказаться 1-2-3-4-5-6. (6 не отобразится пока не придет 5)
```function solution(connect, render) {
    // Храним сообщения в Map, где ключ - id сообщения, значение - само сообщение
    const messages = new Map();
    // Ожидаем сообщение с этим id следующим
    let nextExpectedId = 1;

    connect(function onMessage(message) {
        // Добавляем сообщение в Map
        messages.set(message.id, message);

        // Пока есть ожидаемое сообщение, рендерим его и увеличиваем nextExpectedId
        while (messages.has(nextExpectedId)) {
            render(messages.get(nextExpectedId));
            messages.delete(nextExpectedId);
            nextExpectedId++;
        }
    });
}```
2. Нужно сделать обход дерева без использования рекурсии. Дерево представляет собой структуру папок {name: '', childrens[]}
Нужно вывести структуру в консоль в красивом виде, чтоб количество пробелов соответствовало вложенности папки.
```const stack = [{data, level: 0}]

while (stack.length > 0) {
  // Извлекаем текущий элемент из стека
  const { data, level } = stack.pop();
  console.log("" "".repeat(level*2) + data.name)
  // Если есть дети, добавляем их в стек в обратном порядке
  if (data.children && Array.isArray(data.children)) {
    for (let i = data.children.length - 1; i >= 0; i--) {
      stack.push({
        data: data.children[i],
        level: level + 1,
      });
    }
  }
}```",1613126179,budkakdomaputnic,489,489
154069,2025-07-07T08:39:41+00:00,"АФЛТ СИСТЕМ
ЗП от 230к 
Что происходит когда вводится url в строку браузера 
Что такое event-loop
что такое this
как внутри DOM ведет себя this, на что ссылается 
Рассказать про утечку памяти
разница между SSR, SSG, ISR
Рассказать про SEO, оптимизация, как работает поисковой робот
Что такое рекурсия
  Задача 1
  
```const sumOfSquares = (arr) => {
    return reduce(el, acc => {
  return el * el + acc
}, 0, arr)
}```
  Задача 2 -реализовать класс Subscription
    
```type Subscriber<T> = (value: T) => void;

class Subscription<T> {
  private subscribers: Set<Subscriber<T>> = new Set();

  // Добавить подписчика
  subscribe(callback: Subscriber<T>): void {
    this.subscribers.add(callback);
  }

  // Удалить подписчика
  unsubscribe(callback: Subscriber<T>): void {
    this.subscribers.delete(callback);
  }

  // Вызвать всех подписчиков с новым значением
  next(value: T): void {
    for (const subscriber of this.subscribers) {
      subscriber(value);
    }
  }```
Задача 3
Реализовать классовый компонент - https://stackblitz.com/edit/vitejs-vite-9m23ea5w?file=src%2Fcontainers%2Fuser-container%2Findex.tsx,src%2Fcomponents%2Fempty%2Fstyles.module.css,src%2Fcomponents%2Fempty%2Findex.tsx,src%2Fcontainers%2Fuser-container%2Fstyles.module.css",921585818,sapfi_ron,489,489
153920,2025-07-07T07:41:15+00:00,"iFellow 250k

Аналогично вопросам, которые здесь расписаны",7763246671,AntonDevFronti,148236,489
153914,2025-07-07T07:38:18+00:00,"SMENA
ЗП 250

0) Вопросы про опыт
1) Отличие декларативного от императивного подхода
2) Какие знаешь семантические теги + тег role для скринридеров
3) Что происходит, когда мы ввели адрес сайта и нажали Enter
4) Кеширование клиента и сервера, какие есть отличия
5) SSE vs websocket
6) Какие есть заголовки в headers
7) Какие есть коды статуса ответа
8) Расскажи всё что знаешь про http
9) Какие есть http методы
10) Можно ли использовать body в get
11) Расскажи про заголовок rabbitmq",7763246671,AntonDevFronti,489,489
153904,2025-07-07T06:58:51+00:00,"amoCRM
Зп: 250

0) Вопросы про опыт
1) Сколько нужно было апрувов для пуша в фичи в ветку
2) Какие линтеры и форматировщики использвали
3) Отсматриваете свои фичи и как кто смотрит
4) useEffect синхронный или асинхронный?
5) Какие реализует жизненные циклы
6) Для чего нужна cleanup функция useEffect
7) Для чего используется key в react
8) Что используешь для key
9) Расскажи про flux всё, что знаешь
10) Расскажи про event loop всё, что знаешь
11) Написать функцию генерации рандомного hex цвета:

```const generateRandomHexColor = () => {
const letters = '0123456789abcdef';
let color = '#';

for (let i = 0; i < 6; i++) {
color += letters[Math.floor(Math.random() * 16)];
}

return color;
}

12) Решить вторую задачу

```js
const groupDataBySkill = (data) => {
return data.reduce((acc, item) => {
if (!acc[item.skill] {
acc[item.skill] = []
}
acc[item.skill].push(item);
return acc;
, {}}
}```",7763246671,AntonDevFronti,489,489
